trial_uid,binary_success_label,start_year,phase_numeric,is_phase_1_2_combined,num_arms,is_randomized,is_multi_center,country_count,is_multi_country,intervention_type,is_combination_therapy,sponsor_type,sponsor_trial_count_total,sponsor_trial_count_last_5y,sponsor_success_rate_historical,is_top_10_sponsor,target_primary,target_category,target_trial_count_total,target_trial_count_last_5y,target_success_rate_historical,is_novel_target
NCT06947395,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,biotech,1,0,1,0,pancreasure,diagnostic_test,0,0,NA,1
NCT06951997,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,17,14,0,0,ql1706,drug,2,2,NA,0
NCT06953999,NA,2025,3,0,NA,0,0,1,0,DRUG,0,unknown,2,2,NA,0,ivonescimab ak117 albumin bound paclitaxel gemcitabine,drug,0,0,NA,1
NCT06958328,NA,2025,3,0,NA,0,0,1,0,PROCEDURE,1,unknown,0,0,NA,0,biopsy procedure,procedure,4,3,NA,0
NCT06962267,NA,2025,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,tqb2916 injection,drug,0,0,NA,1
NCT06967233,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,15,12,1,0,multimodal treatment,other,0,0,NA,1
NCT06967662,NA,2025,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,selective plasma adsorption of extracellular dna,procedure,0,0,NA,1
NCT06978322,NA,2025,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,immediate surgery,procedure,0,0,NA,1
NCT06981806,NA,2025,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,balixafortide,drug,0,0,NA,1
NCT06984562,NA,2025,NA,NA,NA,0,0,1,0,RADIATION,0,academic,8,3,0,0,adaptive radiation therapy,radiation,0,0,NA,1
NCT06988150,NA,2025,NA,NA,NA,0,0,1,0,NA,0,academic,4,3,0,0,observational non therapeutic,NA,9,4,NA,0
NCT06991491,NA,2025,2,0,NA,0,0,NA,0,COMBINATION_PRODUCT,1,academic,1,1,NA,0,gnp in combination with ivonescimab and sbrt,combination_product,0,0,NA,1
NCT06998940,NA,2025,3,0,NA,0,0,NA,0,PROCEDURE,1,unknown,5,0,1,0,biospecimen collection,procedure,7,7,NA,0
NCT07006077,NA,2025,2,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,recombinant human il 21 expressing oncolytic vaccinia virus injection,biological,0,0,NA,1
NCT07026123,NA,2025,NA,NA,NA,0,0,1,0,DRUG,0,academic,11,8,NA,0,nal iri onivyde based treatment,drug,0,0,NA,1
NCT07026279,NA,2025,1,0,NA,0,0,1,0,DRUG,0,biotech,1,1,NA,0,narmafotinib ascending doses,drug,0,0,NA,1
NCT07026916,0,2025,2,0,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,gfh375,drug,0,0,NA,1
NCT07026981,NA,2025,0.5,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ga 68 mtp220 pet ct scan,drug,0,0,NA,1
NCT07028424,NA,2025,2,0,NA,0,0,1,0,DRUG,1,unknown,13,2,0.5,0,nal iri,drug,1,0,1,0
NCT07030283,NA,2025,1,0,NA,0,0,1,0,DRUG,0,academic,4,1,1,0,paclitaxel,drug,4,0,NA,0
NCT07030348,NA,2025,NA,NA,NA,0,0,2,1,NA,0,unknown,0,0,NA,0,biomarker,NA,65,30,0.5,0
NCT07033689,NA,2025,0.5,0,NA,0,0,1,0,DEVICE,1,biotech,1,1,NA,0,suizenji an ultrasound guided hifu therapy system,device,0,0,NA,1
NCT07034339,NA,2025,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,resectable disease,NA,36,3,1,0
NCT07036978,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,2,2,NA,0,collecting biospecimens,other,0,0,NA,1
NCT07040228,NA,2025,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,regorafenib combined with toripalimab and albumin paclitaxel,drug,0,0,NA,1
NCT07043270,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,2,0,NA,0,nab paclitaxel gemcitabine,drug,3,1,NA,0
NCT07044453,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,3,1,1,0,gem nabpaclitaxel infusion,drug,0,0,NA,1
NCT07045571,NA,2025,NA,NA,NA,0,0,1,0,NA,0,unknown,0,0,NA,0,biomarker,NA,65,30,0.5,0
NCT07047807,NA,2025,NA,NA,NA,0,0,1,0,BEHAVIORAL,1,academic,17,2,0.4,0,pdac pathways,behavioral,0,0,NA,1
NCT07049055,NA,2025,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,e edv d682,drug,0,0,NA,1
NCT07054879,NA,2025,NA,NA,NA,0,0,1,0,NA,0,academic,10,8,1,0,biomarker,NA,65,30,0.5,0
NCT07055568,NA,2025,NA,NA,NA,0,0,NA,0,DRUG,0,academic,7,5,1,0,inkt,drug,0,0,NA,1
NCT07057843,NA,2025,NA,NA,NA,0,0,1,0,BEHAVIORAL,1,academic,0,0,NA,0,sequential nutrition intervention,behavioral,0,0,NA,1
NCT07057895,1,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,0,0,NA,0,global leadership initiative on malnutrition glim criteria assessment,diagnostic_test,0,0,NA,1
NCT07066098,NA,2025,3,0,NA,0,1,1,0,DRUG,0,biotech,0,0,NA,0,ibi343,drug,0,0,NA,1
NCT07066995,NA,2025,1,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,mesothelin and claudin 18 2 car t cells,biological,0,0,NA,1
NCT07076121,NA,2025,2,0,NA,0,0,36,1,DRUG,0,big_pharma,2,0,NA,0,bms 986504,drug,0,0,NA,1
NCT07076212,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,2,0,NA,0,liposomal irinotecan,drug,2,1,NA,0
NCT07079228,NA,2025,3,0,NA,0,0,1,0,DRUG,0,biotech,2,2,NA,0,qls31905,drug,0,0,NA,1
NCT07080021,NA,2025,NA,NA,NA,0,0,1,0,DRUG,0,academic,17,14,NA,0,standard reagents pancreatic cancer,drug,0,0,NA,1
NCT07081360,NA,2025,3,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,neoadjuvant chemotherapy,drug,1,0,NA,0
NCT07083479,NA,2025,NA,NA,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,eli 002 7p,drug,0,0,NA,1
NCT07086352,NA,2025,NA,NA,NA,0,0,NA,0,NA,0,academic,3,1,NA,0,supportive outcomes,NA,20,11,NA,0
NCT07089940,NA,2025,0.5,0,NA,0,0,1,0,PROCEDURE,1,academic,9,5,0,0,biopsy procedure,procedure,4,3,NA,0
NCT07091526,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,0,0,NA,0,serum uric acid test,diagnostic_test,0,0,NA,1
NCT07096362,NA,2025,2,0,NA,0,0,1,0,DRUG,1,academic,3,0,NA,0,5 fluorouracil,drug,1,0,NA,0
NCT07097064,NA,2025,2,0,NA,0,0,1,0,COMBINATION_PRODUCT,1,unknown,6,3,1,0,standard radiotherapy with chemotherapy,combination_product,0,0,NA,1
NCT07098598,NA,2025,2,0,NA,0,0,1,0,DEVICE,0,academic,1,1,NA,0,pet ct,device,1,0,NA,0
NCT07101679,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,licsbr,drug,0,0,NA,1
NCT07104864,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,4,2,0,0,histopathological confirmation,diagnostic_test,0,0,NA,1
NCT07108504,NA,2025,2,0,NA,0,0,NA,0,DRUG,0,academic,6,5,NA,0,gemcitabine,drug,86,13,0.419,0
NCT07110064,NA,2025,2,0,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,ql1706 lenvatinib ag regimen,drug,0,0,NA,1
NCT07114315,NA,2025,2,0,NA,0,0,1,0,DRUG,0,unknown,2,2,NA,0,ak112,drug,0,0,NA,1
NCT07114666,NA,2025,NA,NA,NA,0,0,1,0,BIOLOGICAL,1,academic,21,16,1,1,xh001,biological,1,1,NA,0
NCT07117045,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,24,14,1,1,diagnostic evaluation for positive ai findings,diagnostic_test,0,0,NA,1
NCT07124611,NA,2025,NA,NA,NA,0,0,1,0,OTHER,1,academic,3,0,0.5,0,interview,other,0,0,NA,1
NCT07126158,NA,2025,2,0,NA,0,0,1,0,RADIATION,1,academic,16,5,0.25,0,stereotactic body radiotherapy,radiation,4,0,0,0
NCT07131514,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,17,14,NA,0,hrs 4642 ag adebrelimab,drug,0,0,NA,1
NCT07132060,NA,2025,NA,NA,NA,0,0,NA,0,RADIATION,0,academic,0,0,NA,0,mr guided irradiation,radiation,0,0,NA,1
NCT07138846,NA,2025,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,mrg004a plus best supportive care,drug,0,0,NA,1
NCT07145450,NA,2025,1,0,NA,0,0,4,1,BIOLOGICAL,0,unknown,0,0,NA,0,anoc 001 tcr t cells targeting kras g12v mutation presented by specific hla alleles,biological,0,0,NA,1
NCT07147374,NA,2025,NA,NA,NA,0,0,1,0,NA,0,academic,21,16,1,1,resectable disease,NA,36,3,1,0
NCT07153289,NA,2025,1,0,NA,0,0,NA,0,BIOLOGICAL,0,academic,0,0,NA,0,cd318 car t cells,biological,0,0,NA,1
NCT07155629,NA,2025,3,0,NA,0,0,1,0,DRUG,0,academic,1,0,NA,0,mfolfirinox neoadjuvant chemotherapy nab paclitaxel and gemcitabine,drug,0,0,NA,1
NCT07155850,NA,2025,NA,NA,NA,0,0,2,1,DEVICE,0,biotech,0,0,NA,0,medical device containing y 90 microspheres delivered intratumorally and percutaneously into the pancreas,device,0,0,NA,1
NCT07157033,NA,2025,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,xer 001,drug,0,0,NA,1
NCT07157605,NA,2025,NA,NA,NA,0,0,8,1,NA,0,unknown,11,3,1,0,resectable disease,NA,36,3,1,0
NCT07160283,NA,2025,2,0,NA,0,0,NA,0,DRUG,0,academic,0,0,NA,0,bile duct cancer cohort,drug,0,0,NA,1
NCT07161921,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,21,16,1,1,lymph node metastasis,other,0,0,NA,1
NCT07163273,NA,2025,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,nalirifox,drug,1,1,NA,0
NCT07165951,NA,2025,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,tqb2868 injection,drug,0,0,NA,1
NCT07167264,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,7,5,1,0,pghd s ai intelligent model app,other,0,0,NA,1
NCT07173374,NA,2025,1,0,1,0,0,1,0,RADIATION,0,academic,1,1,NA,0,scart dose escalation arm,radiation,0,0,NA,1
NCT07173387,NA,2025,2,0,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,nalirifox liposomal irinotecan based chemotherapy,drug,0,0,NA,1
NCT07175389,NA,2025,1,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,jdb153,drug,0,0,NA,1
NCT07198659,NA,2025,0.5,0,1,0,0,1,0,COMBINATION_PRODUCT,1,academic,0,0,NA,0,monomethyl auristatin e mmae autologous neutrophil biological agents,combination_product,0,0,NA,1
NCT07199764,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,6,0,0.4,0,odetiglucan,drug,1,1,0,0
NCT07208539,NA,2025,2,0,NA,0,0,NA,0,DRUG,0,academic,6,5,NA,0,treatment ag anti pd l1 folfirinox anti pd l1,drug,0,0,NA,1
NCT07214298,NA,2025,1,0,NA,0,0,1,0,PROCEDURE,1,academic,7,3,0,0,biopsy procedure,procedure,4,3,NA,0
NCT07217717,NA,2025,3,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,18f fapi 74 pet ct,drug,0,0,NA,1
NCT07219238,NA,2025,2,0,NA,0,0,2,1,DRUG,0,unknown,0,0,NA,0,geh300079 68ga injection positron emission tomography pet computed tomography ct,drug,0,0,NA,1
NCT07226154,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,13,5,0,0,small rna sequencing,diagnostic_test,0,0,NA,1
NCT07226856,NA,2025,2,0,NA,0,0,1,0,PROCEDURE,1,academic,22,10,0.25,1,biopsy procedure,procedure,4,3,NA,0
NCT07230301,NA,2025,2,0,NA,0,0,NA,0,DRUG,0,unknown,1,1,NA,0,adebrelimab pd l1 inhibitor,drug,0,0,NA,1
NCT07231094,NA,2025,0.5,0,NA,0,0,1,0,BIOLOGICAL,0,academic,3,3,NA,0,sapdm275 tumor vaccine injection,biological,0,0,NA,1
NCT07232875,NA,2025,3,0,NA,0,0,1,0,DRUG,0,biotech,7,7,0.75,0,hrs 4642 ag,drug,1,1,NA,0
NCT07235202,NA,2025,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,mr001,drug,0,0,NA,1
NCT07235930,NA,2025,3,0,NA,0,0,1,0,DRUG,1,academic,2,2,NA,0,sequential ag and mfolfox in combination with serplulimab and bevacizumab,drug,0,0,NA,1
NCT07241663,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,unknown,1,1,NA,0,questionnaire,other,2,1,NA,0
NCT07241676,NA,2025,NA,NA,NA,0,0,1,0,PROCEDURE,0,unknown,1,1,NA,0,curative intent resection r0 r1,procedure,0,0,NA,1
NCT07242911,NA,2025,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,advanced disease,NA,267,60,0,0
NCT07243262,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,unknown,1,1,NA,0,breath test,diagnostic_test,1,1,NA,0
NCT07243288,NA,2025,NA,NA,NA,0,0,1,0,DRUG,0,unknown,4,0,0,0,patients treated with folfox or folfirinox in first line,drug,0,0,NA,1
NCT07250100,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,5,3,0.5,0,observational study,other,2,2,NA,0
NCT07252076,NA,2025,NA,NA,NA,0,0,1,0,RADIATION,0,unknown,0,0,NA,0,contrast enhanced mri and dwi sequences,radiation,0,0,NA,1
NCT07252232,NA,2025,3,0,NA,0,0,2,1,DRUG,0,biotech,3,3,NA,0,daraxonrasib,drug,0,0,NA,1
NCT07253662,NA,2025,1,0,NA,0,0,NA,0,DEVICE,1,unknown,0,0,NA,0,pipac,device,0,0,NA,1
NCT07254091,NA,2025,0.5,0,NA,0,0,NA,0,COMBINATION_PRODUCT,1,unknown,0,0,NA,0,device arm with therapeutic agents,combination_product,0,0,NA,1
NCT07255001,NA,2025,NA,NA,NA,0,0,1,0,DEVICE,0,unknown,4,2,NA,0,hand grip strength assessments using a dynamometer,device,0,0,NA,1
NCT07255404,NA,2025,2,0,NA,0,0,1,0,DRUG,0,unknown,2,2,0,0,pumitamig,drug,0,0,NA,1
NCT07257523,NA,2025,2,0,NA,0,0,1,0,OTHER,0,academic,16,7,0.333,0,carbon ion radiotherapy,other,4,2,0,0
NCT07259317,NA,2025,2,0,NA,0,0,1,0,DRUG,0,biotech,1,1,0,0,relacorilant 150 mg once daily qd,drug,0,0,NA,1
NCT07262567,NA,2025,3,0,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,gfh375,drug,0,0,NA,1
NCT07269626,NA,2025,2,0,NA,0,0,1,0,RADIATION,0,academic,8,3,NA,0,personalized ultrafractionated adaptive radiotherapy,radiation,0,0,NA,1
NCT07271823,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,2,2,NA,0,sample collection,other,0,0,NA,1
NCT07272109,NA,2025,3,0,NA,0,0,1,0,DRUG,1,academic,48,33,1,1,nab paclitaxel,drug,28,7,0.75,0
NCT07274657,NA,2025,NA,NA,NA,0,0,1,0,DEVICE,0,unknown,1,1,NA,0,smi and 2d swe modes,device,0,0,NA,1
NCT07277452,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,3,2,NA,0,nimotuzumab,drug,7,5,1,0
NCT07283705,NA,2025,2,0,NA,0,0,1,0,DRUG,0,academic,41,13,0.385,1,bms 986504,drug,0,0,NA,1
NCT07284277,NA,2025,1,0,NA,0,0,1,0,COMBINATION_PRODUCT,1,academic,0,0,NA,0,ttfields concomitant with modfolfirinox,combination_product,0,0,NA,1
NCT07301229,NA,2025,2,0,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,hlx43 dose 1 2 5 mg kg,drug,0,0,NA,1
NCT07302841,NA,2025,4,0,NA,0,0,NA,0,DRUG,0,academic,17,14,0,0,experimental tunlametinib gemcitabine albumin paclitaxel cetuximab,drug,0,0,NA,1
NCT07303465,NA,2025,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,rnk08954,drug,0,0,NA,1
NCT07312422,NA,2025,1,0,1,0,0,1,0,RADIATION,1,academic,5,3,0.5,0,low dose radiotherapy,radiation,0,0,NA,1
NCT07314385,NA,2025,1,0,NA,0,0,1,0,DRUG,1,academic,12,4,0,0,nanoliposomal irinotecan 5 fu leucovorin,drug,0,0,NA,1
NCT07319910,NA,2025,NA,NA,NA,0,0,NA,0,DEVICE,1,unknown,1,1,NA,0,ttfields,device,0,0,NA,1
NCT07324096,NA,2025,NA,NA,NA,0,0,1,0,PROCEDURE,1,academic,22,10,0.25,1,biospecimen collection,procedure,7,7,NA,0
NCT07325214,NA,2026,NA,NA,NA,0,0,2,1,DEVICE,1,biotech,0,0,NA,0,imd10,device,0,0,NA,1
NCT07326137,NA,2025,NA,NA,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,first line systemic therapy,drug,0,0,NA,1
NCT07326150,NA,2025,NA,NA,NA,0,0,1,0,OTHER,0,academic,2,2,NA,0,sample collection,other,0,0,NA,1
NCT07329920,NA,2025,NA,NA,NA,0,0,1,0,PROCEDURE,0,unknown,0,0,NA,0,surgery any volume and or pharmaceuticals treatment initiated or planned or only dynamic observation in accordance with current clinical guidelines,procedure,0,0,NA,1
NCT07333287,NA,2025,2,0,1,0,1,NA,0,PROCEDURE,1,academic,0,0,NA,0,interventional,procedure,0,0,NA,1
NCT07336953,NA,2026,3,0,NA,1,0,NA,0,DRUG,1,academic,4,4,NA,0,gnp,drug,0,0,NA,1
NCT07340151,NA,2025,NA,NA,NA,0,0,NA,0,PROCEDURE,0,academic,1,0,NA,0,surgical resection,procedure,0,0,NA,1
NCT07342231,NA,2025,NA,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,2,0,0,0,ga 68 fapi pet ct,diagnostic_test,0,0,NA,1
NCT07342725,NA,2025,1,0,NA,0,0,NA,0,DRUG,0,academic,17,14,NA,0,ibi363 chemotherapy,drug,0,0,NA,1
NCT07348107,NA,2025,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,atra,drug,2,1,1,0
NCT07353645,NA,2025,1,0,NA,0,0,1,0,DRUG,0,academic,10,8,1,0,kras neoantigen nanovaccine,drug,0,0,NA,1
NCT07373691,NA,2026,NA,NA,NA,0,0,1,0,NA,0,academic,12,7,NA,0,advanced disease,NA,271,57,0,0
NCT07377045,NA,2025,1,0,NA,0,0,2,1,DRUG,0,biotech,0,0,NA,0,omtx705,drug,0,0,NA,1
NCT07377526,NA,2026,1,0,NA,0,0,1,0,DRUG,0,academic,42,12,0.385,1,tgfbr2 ko car27 il 15 nk cells,drug,0,0,NA,1
NCT07383922,NA,2026,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,fg m108,drug,0,0,NA,1
NCT07386704,NA,2026,2,0,NA,0,0,1,0,DRUG,0,academic,2,1,NA,0,nimotuzumab combined with chemoradiotherapy,drug,0,0,NA,1
NCT07394205,NA,2026,0.5,0,NA,0,0,1,0,DRUG,0,academic,1,0,NA,0,cbg131 car t cell infusion,drug,0,0,NA,1
NCT07399015,NA,2026,NA,NA,NA,0,0,NA,0,DRUG,0,unknown,0,0,NA,0,mifomelatide,drug,0,0,NA,1
NCT07407231,NA,2026,NA,NA,NA,0,0,1,0,RADIATION,1,academic,0,0,NA,0,ablative stereotactic body radiotherapy sbrt,radiation,0,0,NA,1
NCT07408505,NA,2026,NA,NA,NA,0,0,1,0,DRUG,0,academic,4,4,NA,0,nano crystalline megestrol acetate,drug,0,0,NA,1
NCT07409272,NA,2026,3,0,NA,0,0,NA,0,DRUG,0,biotech,3,2,NA,0,setidegrasib,drug,0,0,NA,1
NCT07414004,NA,2026,NA,NA,NA,0,0,1,0,NA,0,academic,5,2,0,0,supportive outcomes,NA,21,9,NA,0
NCT07415525,NA,2026,2,0,NA,0,0,1,0,DRUG,0,academic,18,15,1,0,ibi343,drug,2,2,NA,0
NCT07416240,NA,2026,0.5,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,claudin18 2 targeted activated dendritic cells,biological,0,0,NA,1
SSP:5d1e108643eb,NA,2015,NA,NA,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,129,58,0,0
SSP:7d162deee7e4,NA,2011,NA,NA,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,context classified,NA,12,11,NA,0
SSP:c3254fc1a89d,NA,2014,NA,NA,NA,0,0,NA,0,NA,0,unknown,3,1,1,0,resectable disease,NA,17,10,1,0
TITLE:004b257c5e14,NA,2013,2,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,103,57,0,0
TITLE:0147986a6585,NA,2007,3,0,NA,1,0,NA,0,NA,0,big_pharma,0,0,NA,0,advanced disease,NA,23,23,0,0
TITLE:01bf365779db,NA,2007,NA,NA,NA,1,0,NA,0,NA,0,academic,0,0,NA,0,resectable disease,NA,0,0,NA,1
TITLE:01ef37c2d03e,NA,2006,2,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,10,10,NA,0
TITLE:025fa6bf91d4,NA,2021,NA,NA,NA,0,0,NA,0,NA,0,unknown,2,2,NA,0,advanced disease,NA,214,65,0,0
TITLE:036db3633c6f,NA,2015,1,0,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,surgical,NA,5,2,1,0
TITLE:037683656dde,NA,2016,2,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,149,71,0,0
TITLE:04d7ead6a0ec,NA,2015,2,0,NA,1,0,NA,0,NA,0,biotech,1,1,NA,0,advanced disease,NA,129,58,0,0
TITLE:05abe769f3a5,NA,2009,NA,NA,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,chemotherapy,NA,2,2,NA,0
TITLE:05b6467c16ff,NA,2005,NA,NA,NA,1,0,NA,0,NA,0,academic,0,0,NA,0,advanced disease,NA,0,0,NA,1
TITLE:0703e2279589,NA,2013,2,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,103,57,0,0
TITLE:07d8bd927a5d,NA,2017,1,0,NA,0,0,NA,0,NA,0,big_pharma,1,1,NA,0,advanced disease,NA,159,67,0,0
TITLE:0820351fae31,NA,2016,2,0,NA,1,0,NA,0,NA,0,academic,0,0,NA,0,advanced disease,NA,149,71,0,0
TITLE:082933f7c563,NA,2015,1,0,NA,0,0,NA,0,NA,0,unknown,1,1,NA,0,advanced disease,NA,129,58,0,0
TITLE:085308b4a0e4,NA,2009,NA,NA,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,advanced disease,NA,55,55,0,0
TITLE:0937c6e1c395,NA,2006,2,0,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,advanced disease,NA,10,10,NA,0
TITLE:0a4c5b46292b,NA,2019,1,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,190,74,0,0
TITLE:0a935dccc095,NA,2008,NA,NA,NA,0,0,NA,0,NA,0,biotech,0,0,NA,0,resectable disease,NA,3,3,NA,0
TITLE:0b07a466e558,NA,2008,2,0,NA,1,0,NA,0,NA,0,biotech,0,0,NA,0,advanced disease,NA,46,46,0,0
TITLE:0c82748b8755,NA,2013,2,0,2,1,0,NA,0,NA,0,unknown,1,1,NA,0,imaging diagnostics,NA,12,10,NA,0
TITLE:0cbf1fbc1848,NA,2021,NA,NA,NA,0,0,NA,0,NA,0,unknown,2,0,NA,0,advanced disease,NA,214,65,0,0
TITLE:0cee33b22225,NA,2006,3,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,10,10,NA,0
TITLE:0dd620477549,NA,2010,NA,NA,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,chemotherapy,NA,5,5,NA,0
TITLE:0e00351c9e7e,NA,2015,2,0,NA,1,0,NA,0,NA,0,biotech,5,5,1,0,advanced disease,NA,129,58,0,0
TITLE:0f39f22666ba,NA,2006,NA,NA,NA,0,0,NA,0,NA,0,big_pharma,0,0,NA,0,advanced disease,NA,10,10,NA,0
TITLE:102fb3296363,NA,2006,2,0,NA,0,1,NA,0,NA,0,academic,0,0,NA,0,supportive outcomes,NA,0,0,NA,1
TITLE:104f475f7dff,NA,2018,2,0,NA,1,0,NA,0,NA,0,unknown,3,1,NA,0,advanced disease,NA,174,71,0,0
TITLE:105079f97ebe,NA,2014,NA,NA,NA,1,0,NA,0,NA,0,unknown,0,0,NA,0,advanced disease,NA,116,61,0,0
TITLE:11638f04d440,NA,2015,3,0,NA,1,1,NA,0,NA,0,biotech,1,0,NA,0,advanced disease,NA,129,58,0,0
TITLE:11daf51d70f4,NA,2005,3,0,NA,1,0,NA,0,NA,0,big_pharma,0,0,NA,0,advanced disease,NA,0,0,NA,1
TITLE:127b0abb64db,NA,2017,NA,NA,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,early detection,NA,0,0,NA,1
TITLE:12a1136c70ad,NA,2022,2,0,NA,0,0,NA,0,NA,0,unknown,3,1,1,0,advanced disease,NA,228,69,0,0
TITLE:1327ababcbb7,NA,2023,2,0,NA,0,0,NA,0,NA,0,unknown,1,0,NA,0,advanced disease,NA,241,67,0,0
TITLE:13984ccd29ff,NA,2017,2,0,NA,0,0,NA,0,NA,0,unknown,1,1,NA,0,biomarker,NA,19,8,0,0
TITLE:14d39cceaf8a,NA,2021,2,0,NA,0,0,NA,0,NA,0,academic,0,0,NA,0,locoregional procedure,NA,1,1,NA,0
TITLE:14e7e9b60bd4,NA,2015,NA,NA,NA,0,0,NA,0,NA,0,unknown,4,4,1,0,advanced disease,NA,129,58,0,0
TITLE:150d039996b9,NA,2018,2,0,NA,0,0,NA,0,NA,0,big_pharma,2,2,NA,0,advanced disease,NA,174,71,0,0
TITLE:15581318268d,NA,2011,NA,NA,NA,1,1,NA,0,NA,0,big_pharma,4,4,NA,0,supportive outcomes,NA,4,4,NA,0
TITLE:162574aa718e,NA,2005,2,0,NA,1,0,NA,0,NA,0,big_pharma,0,0,NA,0,advanced disease,NA,0,0,NA,1
TITLE:168ef12042bd,NA,2009,1,0,NA,0,0,NA,0,NA,0,unknown,0,0,NA,0,chemotherapy,NA,2,2,NA,0
TITLE:16d51a907497,NA,2019,NA,NA,NA,0,0,NA,0,NA,0,biotech,0,0,NA,0,advanced disease,NA,190,74,0,0
TITLE:175f97aac87d,NA,2019,2,0,NA,0,0,NA,0,NA,0,biotech,0,0,NA,0,advanced disease,NA,190,74,0,0
TITLE:18888af2cc17,NA,2009,NA,NA,NA,1,0,NA,0,NA,0,unknown,0,0,NA,0,chemotherapy,NA,2,2,NA,0
TITLE:188d302e836e,NA,2009,3,0,NA,1,1,NA,0,NA,0,unknown,1,1,1,0,advanced disease,NA,55,55,0,0
