nct_id,title,study_type,phase,status,sponsor,classification,classification_reason
NCT05827055,Proglumide and Chemotherapy for Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Georgetown University,therapeutic,Interventional study
NCT05827796,IN10018+ Standard Chemotherapy (+KN046) in Subjects With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,"InxMed (Shanghai) Co., Ltd.",therapeutic,Interventional study
NCT05830019,Carbon Ion Radiotherapy for Recurrent Pancreatic Cancer Post Surgery,INTERVENTIONAL,NA,UNKNOWN,Shanghai Proton and Heavy Ion Center,therapeutic,Interventional study
NCT05836870,Tele-PancFit: A Multi-site Trial of Video-based Strengthening Exercise Prehabilitation for Patients With Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE3,RECRUITING,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT05841706,Red Blood Cell Transfusion Thresholds for Improved Quality of Life for Patients Undergoing a Pancreatectomy for Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,TERMINATED,Jonsson Comprehensive Cancer Center,therapeutic,Interventional study
NCT05851924,A Study of NALIRIFOX in Combination With Radiation Therapy in People With Pancreatic Ductal Adenocarcinoma (PDAC),INTERVENTIONAL,PHASE2,RECRUITING,Memorial Sloan Kettering Cancer Center,therapeutic,Interventional study
NCT05859750,A Study of AK104 With Chemotherapy as First-line Treatment in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Akeso,therapeutic,Interventional study
NCT05861336,GEM+Nab-Paclitaxel Plus Losartan Followed by Stereotactic Radiotherapy for Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,WITHDRAWN,Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,therapeutic,Interventional study
NCT05875753,68Ga-FAPI-FS PET/CT and PET/MR in Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,UNKNOWN,Peking Union Medical College Hospital,therapeutic,Interventional study
NCT05884463,18F-FAPI PET Imaging in Pancreatic Adenocarcinoma,INTERVENTIONAL,NA,COMPLETED,Zhejiang University,therapeutic,Interventional study
NCT05906615,Intravenous Lidocaine for Pain Associated With Pancreatic Cancer and Chronic Pancreatitis,INTERVENTIONAL,PHASE2,COMPLETED,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),therapeutic,Interventional study
NCT05911243,"Feasibility of Auricular Acupressure for Appetite and Weight in Patients With Stage II-IV Gastric, Esophageal, and Pancreatic Cancer",INTERVENTIONAL,NA,RECRUITING,University of Washington,therapeutic,Interventional study
NCT05919238,Padeliporfin VTP Treatment for Unresectable Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE1,RECRUITING,Impact Biotech Ltd,therapeutic,Interventional study
NCT05923567,New Predictive Marker for Pancreatic Cancer Using CA19-9 and Fecal Elastase,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Gangnam Severance Hospital,biomarker,Biomarker or molecular study
NCT05927142,Combining Anti-PD-L1 Immune Checkpoint Inhibitor Durvalumab With TLR-3 Agonist Rintatolimod in Patients With Metastatic Pancreatic Ductal Adenocarcinoma for Therapy Efficacy,INTERVENTIONAL,PHASE1,RECRUITING,"Joachim Aerts, MD PhD",therapeutic,Interventional study
NCT05955092,Exploring the Application of 3D Bioprinting for Personalized Treatment in Pancreatic Ductal Adenocarcinoma,OBSERVATIONAL,Unknown,UNKNOWN,Peking Union Medical College Hospital,biomarker,Biomarker or molecular study
NCT05958849,Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Zhejiang Cancer Hospital,therapeutic,Interventional study
NCT05973331,Prospective Validation of an EHR-based Pancreatic Cancer Risk Model,OBSERVATIONAL,Unknown,ACTIVE_NOT_RECRUITING,Beth Israel Deaconess Medical Center,biomarker,Biomarker or molecular study
NCT05988814,Trial Evaluating the Efficacy and the Safety of FOLFIRINOX3 Treatment in Patients With Unresectable Locally Advanced or Metastatic Pancreatic Cancer in First Line of Chemotherapy,INTERVENTIONAL,PHASE2,RECRUITING,Centre Georges Francois Leclerc,therapeutic,Interventional study
NCT05997147,A Preoperative Model to Predict the Lymphovascular Invasion in Pancreatic Ductal Adenocarcinoma,OBSERVATIONAL,Unknown,UNKNOWN,Tianjin Medical University Cancer Institute and Hospital,biomarker,Biomarker or molecular study
NCT06006728,"Real World Efficacy, Safety of Nanoliposomal Irinotecan With Fluorouracil and Folinic Acid in Metastatic Pancreatic Cancer After Previous Gemcitabine-based Therapy",OBSERVATIONAL,Unknown,COMPLETED,"University Hospital, Bordeaux",other,Does not match therapeutic or biomarker criteria
NCT06009029,SBRT Combined With Zimberelimab (GLS-010) in Locally Advanced Pancreatic Cancer (SPARK-1 Study),INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Peking University Third Hospital,therapeutic,Interventional study
NCT06015659,ZN-c3 + Gemcitabine in Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,"Brandon Huffman, MD",therapeutic,Interventional study
NCT06015724,Anti-CD38 Antibody With KRAS Vaccine and Anti-PD-1 Antibody in Subjects With Pancreatic Ductal Adenocarcinoma and Refractory Non-Small Cell Lung Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Georgetown University,therapeutic,Interventional study
NCT06018896,Vitamin C to Quality of Life in Patients With Terminal Stage Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06040801,"Effect of Geriatric Intervention in Frail Patients with Gastric, Biliary, and Pancreatic Cancer Receiving Palliative Chemotherapy",INTERVENTIONAL,NA,RECRUITING,Chang Gung Memorial Hospital,therapeutic,Interventional study
NCT06041009,Pancreatic Cancer Screening Through the Detection of Elastase-1 Combined With Other Examinations,OBSERVATIONAL,Unknown,RECRUITING,Qilu Hospital of Shandong University,biomarker,Biomarker or molecular study
NCT06044064,"""Effect of Screening Using Imaging (CT/ EUS) on Early Detection of Pancreatic Ductal Adenocarcinoma (PDAC) in Patients With New Onset Diabetes (NOD)"" - A Prospective Pilot Observational Study",OBSERVATIONAL,Unknown,NOT_YET_RECRUITING,"Asian Institute of Gastroenterology, India",biomarker,Biomarker or molecular study
NCT06048484,Combination Therapy in Patients With Localized Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE2,RECRUITING,Gulam Manji,therapeutic,Interventional study
NCT06050317,Sintilimab Combined With Chemotherapy and Radiotherapy in Patients With Inoperable Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Shandong Cancer Hospital and Institute,therapeutic,Interventional study
NCT06051851,Penpulimab Combined With Anlotinib and Nab-paclitaxel Plus Gemcitabine as First-line Treatment for Advanced Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,therapeutic,Interventional study
NCT06060405,Durvalumab and Oleclumab in Resectable PDAC,INTERVENTIONAL,PHASE2,RECRUITING,"University Health Network, Toronto",therapeutic,Interventional study
NCT06069778,"Safety, Tolerability, and Efficacy of mFOLFIRINOX ± BNT321 as Adjuvant Therapy Following Curative Resection in Patients With Pancreatic Adenocarcinoma",INTERVENTIONAL,PHASE1,TERMINATED,BioNTech SE,therapeutic,Interventional study
NCT06078787,Olaparib in PALB2 Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Azienda Ospedaliero-Universitaria di Modena,therapeutic,Interventional study
NCT06079346,A Study of OT-101 With mFOLFIRINOX in Patients With Advanced and Unresectable or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Oncotelic Inc.,therapeutic,Interventional study
NCT06080854,AG Combined With Immunotherapy and SBRT in Patients With Potentially Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,therapeutic,Interventional study
NCT06090825,Cross-sectional Survey on Palliative Therapy for Pancreatic Cancer Patient,OBSERVATIONAL,Unknown,UNKNOWN,Peking Union Medical College Hospital,biomarker,Biomarker or molecular study
NCT06090916,Malnutrition Screening and Dietary Intervention to Improve Nutrition Outcomes in Patients With Unresectable Pancreatic Cancer,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,Jonsson Comprehensive Cancer Center,therapeutic,Interventional study
NCT06094140,NEO-adjuvant Chemo-immunotherapy in Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,Australasian Gastro-Intestinal Trials Group,therapeutic,Interventional study
NCT06110598,CAPEcitabine eXtension of Adjuvant Therapy for Pancreatic Adenocarcinoma: (CAPE-X),INTERVENTIONAL,PHASE2,WITHDRAWN,Case Comprehensive Cancer Center,therapeutic,Interventional study
NCT06122480,Surgical Resection of Synchronous Pulmonary or Hepatic Oligometastatic Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,NA,RECRUITING,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,therapeutic,Interventional study
NCT06129422,"Safety, Tolerability, Pharmacokinetics, Radiation Dosimetry, and PET Imaging Properties of 89Zr-labeled hNd2 (NMK89) in Patients With Pancreatic Cancer",INTERVENTIONAL,PHASE1,COMPLETED,"Nihon Medi-Physics Co., Ltd.",therapeutic,Interventional study
NCT06129812,An Exploration of Candidates for Neoadjuvant Treatment in Resectable Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Seoul National University Hospital,biomarker,Biomarker or molecular study
NCT06132087,PROACTIVE: Surgical Resection Outcomes in Locally Advanced and Unresectable Pancreatic Cancer After Neoadjuvant Chemotherapy,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,University of Southern California,therapeutic,Interventional study
NCT06134765,Bemalenograstim Alfa for the Prevention in Patients With Colorectal Cancer/Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,"Second Affiliated Hospital, School of Medicine, Zhejiang University",therapeutic,Interventional study
NCT06139042,"Early-stage Detection of LIver, Biliary TRAct and PancReatic Cancers",OBSERVATIONAL,Unknown,RECRUITING,"Second Affiliated Hospital, School of Medicine, Zhejiang University",biomarker,Biomarker or molecular study
NCT06144762,Precision Imaging for Early Detection and Targeted Treatment Monitoring in Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,Institut du Cancer de Montpellier - Val d'Aurelle,therapeutic,Interventional study
NCT06149546,Exploring the Impact of a Multi-modal Nutritional Intervention in Patients Undergoing Chemotherapy for Pancreatic Cancer (FEED Trial),INTERVENTIONAL,NA,RECRUITING,Cancer Trials Ireland,therapeutic,Interventional study
NCT06149689,mFOLFIRINOX Plus Radiotherapy to Patients With CA19-9-normal Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06151223,A Prospective Registry for Patients at High-Risk for Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,Mayo Clinic,biomarker,Biomarker or molecular study
NCT06151262,A Study of Trilaciclib Combined With mFOLFIRINOX in the Treatment of Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,therapeutic,Interventional study
NCT06151691,Assessment of Early Pancreatic Cancer Prognosis by Minimal Residual Disease Using Multi-omics Approach,OBSERVATIONAL,Unknown,UNKNOWN,Fudan University,other,Does not match therapeutic or biomarker criteria
NCT06158139,Autologous CAR-T Cells Targeting B7-H3 in PDAC,INTERVENTIONAL,PHASE1,RECRUITING,UNC Lineberger Comprehensive Cancer Center,therapeutic,Interventional study
NCT06159478,Binimetinib in Patients With BRAF Fusion-positive Low-grade Glioma or Pancreatic Cancer (Perfume),INTERVENTIONAL,PHASE2,RECRUITING,"National Cancer Center, Japan",therapeutic,Interventional study
NCT06160323,Upfront EUS CGN/CPN vs Conventional Step up Approach for Inoperable Painful Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,Chinese University of Hong Kong,therapeutic,Interventional study
NCT06164691,Blue and Amber Light Exposure in Patients With Rectal and Pancreatic Cancer,INTERVENTIONAL,NA,TERMINATED,Matthew Neal MD,therapeutic,Interventional study
NCT06166147,A Prospective Study of Liquid Biopsy for Pancreatic Cancer Early Detection,OBSERVATIONAL,Unknown,RECRUITING,Fudan University,biomarker,Biomarker or molecular study
NCT06172036,Irinotecan Liposome for Resectable Pancreatic Cancer With or Without Addebelizumab,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Zhejiang University,therapeutic,Interventional study
NCT06172634,A Single-center Clinical Study to Evaluate the Safety and Efficacy of Autologous Bone Marrow-derived DCs(CellgramDC-WT1) and Immune Checkpoint Inhibitors in Patients With Metastatic Pancreatic Cancer Who Have Failed First-line or More Standard Chemotherapy,INTERVENTIONAL,PHASE1,UNKNOWN,Soonchunhyang University Hospital,therapeutic,Interventional study
NCT06173310,DCE-MRI Guided Neoadjuvant Chemotherapy for Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,University of Alabama at Birmingham,therapeutic,Interventional study
NCT06199466,A Trial of YL-13027 in Combination With Gemcitabine and Nab-paclitaxel in Patients With Refractory Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT06199895,"Clinical Efficacy and Safety of Paclitaxel Polymeric Micelles for Injection in the Treatment of Patients With Taxans-resistant Pancreatic Adenocarcinoma, Cholangiocarcinoma, Lung Cancer, Gastric Cancer, Esophageal Carcinoma, or Breast Cancer",INTERVENTIONAL,PHASE2,RECRUITING,Liu Huang,therapeutic,Interventional study
NCT06203613,Clinical Study of CLDN18.2 PET/CT for Noninvasive Diagnosis of Gastric and Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,YiHui Guan,therapeutic,Interventional study
NCT06203821,Study of Perioperative NP137 and FOLFIRINOX in Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Aram Hezel,therapeutic,Interventional study
NCT06206876,FL118 for Treating Patients With Advanced Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE1,WITHDRAWN,Roswell Park Cancer Institute,therapeutic,Interventional study
NCT06208436,The Survival Outcome of Adjuvant Chemotherapy for Stage I Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,other,Does not match therapeutic or biomarker criteria
NCT06217042,"HR070803 in Combination With Oxaliplatin, 5-fluorouracil/LV Versus GX as Adjuvant Therapy for Pancreatic Cancer",INTERVENTIONAL,PHASE3,NOT_YET_RECRUITING,Fudan University,therapeutic,Interventional study
NCT06233877,Clinical Trial Evaluating Low Dose G-FLIP Plus Mitomycin C for Stage IV Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,Hirschfeld Oncology,therapeutic,Interventional study
NCT06241352,Statin Addition to Chemotherapy for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Changhai Hospital,therapeutic,Interventional study
NCT06250972,Radiotherapy to Patients With CA19-9-elevated Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06255912,Clinical Trial for Advanced or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",therapeutic,Interventional study
NCT06259058,Stereotactic Body Radiation Therapy Followed by NALIRIFOX vs NALIRIFOX for Borderline Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Tianjin Medical University Cancer Institute and Hospital,therapeutic,Interventional study
NCT06261359,A Study of CEND-1 With Chemotherapy as First-Line Therapy in Patients With Pancreatic Ductal Adenocarcinoma,INTERVENTIONAL,PHASE2,RECRUITING,"Qilu Pharmaceutical Co., Ltd.",therapeutic,Interventional study
NCT06267690,A CT-based Radiomics Model to Predict Survival-graded Fibrosis in PDAC,OBSERVATIONAL,Unknown,COMPLETED,"First Affiliated Hospital, Sun Yat-Sen University",biomarker,Biomarker or molecular study
NCT06272162,Locally Advanced Pancreatic Cancer After Systemic Therapy: Ablative MR-guided Radiotherapy,INTERVENTIONAL,NA,NOT_YET_RECRUITING,UMC Utrecht,therapeutic,Interventional study
NCT06275737,"POP-UP: a Single-arm, Two-cohort Study: Trimodal Prehab for Upper GI and Pancreatic Cancer",INTERVENTIONAL,NA,RECRUITING,GERCOR - Multidisciplinary Oncology Cooperative Group,therapeutic,Interventional study
NCT06278454,Safety and Efficacy of NRT6008 in Patients With Unresectable Locally Advanced Pancreatic Cancer (LAPC),INTERVENTIONAL,PHASE1,RECRUITING,Chengdu New Radiomedicine Technology Co. LTD.,therapeutic,Interventional study
NCT06278493,A Clinical Study of AL2846 Capsule Combined With Gemzar Injection in the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",therapeutic,Interventional study
NCT06282809,The HistoSonics Edison™ System for Treatment of Pancreatic Adenocarcinoma Using Histotripsy,INTERVENTIONAL,NA,RECRUITING,"HistoSonics, Inc.",therapeutic,Interventional study
NCT06305728,"Hyperpolarized C Pyruvate Magnetic Resonance Imaging, and Blood-Based Biomarkers for Early Detection of Pancreatic Adenocarcinoma in Patients With Intraductal Papillary Mucinous Neoplasms",OBSERVATIONAL,Unknown,RECRUITING,Memorial Sloan Kettering Cancer Center,biomarker,Biomarker or molecular study
NCT06307080,Clinical Study of Multimodal Ablation Remodeling Immunosensitized PD-1 in the Treatment of Pancreatic Cancer With Liver Metastasis,INTERVENTIONAL,NA,RECRUITING,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",therapeutic,Interventional study
NCT06320717,AI Derived Biomarker to Select Neoadjuvant Treatment for Borderline Resectable Pancreatic Ductal Adenocarcinoma,OBSERVATIONAL,Unknown,RECRUITING,Roswell Park Cancer Institute,biomarker,Biomarker or molecular study
NCT06344299,Predictors for Low Rates of Surgical Resection in Elderly Patients With Resectable Pancreatic Ductal Adenocarcinoma,OBSERVATIONAL,Unknown,COMPLETED,Fudan University,biomarker,Biomarker or molecular study
NCT06345599,PRaG Therapy in Combination With Locally Advanced Pancreatic Ductal Adenocarcinoma (PDAC) (NeoPRAG Study),INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Second Affiliated Hospital of Soochow University,therapeutic,Interventional study
NCT06361030,Surufatinib Combined With Gemcitabine Plus Nab-paclitaxel in Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,NOT_YET_RECRUITING,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",therapeutic,Interventional study
NCT06361316,Irinotecan Liposome Combined With Oxaliplatin and Tegafur as Adjuvant Therapy for Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,Kuirong Jiang,therapeutic,Interventional study
NCT06361888,"A Phase II/III Trial to Evaluate the Efficacy and Safety of Surufatinib Combined With Camrelizumab, Nab-paclitaxel, and Gemcitabine in Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE2,RECRUITING,Hutchmed,therapeutic,Interventional study
NCT06370754,Newly Emerging Immunotherapy for Pancreatic Cancer Treatment,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Fudan University,therapeutic,Interventional study
NCT06375473,Treatment of Irinotecan Hydrochloride Liposome Injection II in China: a Real World Study of Pancreatic Cancer Patients,OBSERVATIONAL,Unknown,RECRUITING,Peking Union Medical College Hospital,biomarker,Biomarker or molecular study
NCT06378853,Risk Factors of Postoperative Complications and Survival Rate in Pancreatic Ductal Adenocarcinoma Patients,OBSERVATIONAL,Unknown,COMPLETED,"Jinling Hospital, China",biomarker,Biomarker or molecular study
NCT06387368,Clinical Study of Huaier Granule in the Treatment of Unresectable Pancreatic Cancer,INTERVENTIONAL,PHASE4,NOT_YET_RECRUITING,Xi'an Jiaotong University,therapeutic,Interventional study
NCT06389760,Nimotuzumab Combined With mFOLFIRINOX/GX as Postoperative Adjuvant Therapy in Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,therapeutic,Interventional study
NCT06391892,Liquid Biopsy (ctDNA) Guided Treatment in Localized Pancreatic Cancer: Neoadjuvant CTX vs. Upfront Surgery,INTERVENTIONAL,PHASE3,RECRUITING,Elisabethinen Hospital,therapeutic,Interventional study
NCT06393166,Sequential AG and mFOLFOX Combined With Serplulimab Injection and Bevacizumab Injection in Untreated Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Zhejiang Cancer Hospital,therapeutic,Interventional study
NCT06395337,Multimodal Imaging in Rectal Cancer & Pancreatic Cancer,INTERVENTIONAL,PHASE1,UNKNOWN,Radboud University Medical Center,therapeutic,Interventional study
NCT06396637,PD-1 Antibody and Sapropterin Dihydrochloride in Patients With PDAC,INTERVENTIONAL,PHASE2,RECRUITING,Sun Yat-sen University,therapeutic,Interventional study
NCT06398587,"Onvansertib in Combination With Gemcitabine and Nab-paclitaxel for the Treatment of Patients With Locally-advanced, Unresectable, or Metastatic Pancreatic Ductal Adenocarcinoma",INTERVENTIONAL,PHASE2,WITHDRAWN,OHSU Knight Cancer Institute,therapeutic,Interventional study
NCT06399172,OncoSil Pancreatic Cancer Post-marketing Clinical Registry - Italy,OBSERVATIONAL,Unknown,NOT_YET_RECRUITING,OncoSil Medical Limited,other,Does not match therapeutic or biomarker criteria
NCT06404840,"Evaluating Nimotuzumab in Combination With AG Regimen for Pancreatic Cancer With Liver Metastases : A Prospective, Single-Arm, Phase II Study",INTERVENTIONAL,PHASE2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,therapeutic,Interventional study
NCT06405490,NALIRI-XELOX+AK104 for First-line Treatment of Advanced PDAC,INTERVENTIONAL,PHASE2,RECRUITING,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",therapeutic,Interventional study
NCT06405685,Nimotuzumab Plus AG in Pancreatic Cancer With Liver Metastasis,INTERVENTIONAL,PHASE2,UNKNOWN,Tianjin Medical University Cancer Institute and Hospital,therapeutic,Interventional study
NCT06411470,Gastrointestinal Microflora and Serum Metabolomics in Patients With Pancreatic Cancer and Chronic Pancreatitis,OBSERVATIONAL,Unknown,RECRUITING,Changhai Hospital,biomarker,Biomarker or molecular study
NCT06412510,"Prehabilitation for EOC, Fallopian Tube, Primary Peritoneal Carcinoma and Pancreatic Cancer w/ NACT",INTERVENTIONAL,PHASE1,RECRUITING,Case Comprehensive Cancer Center,therapeutic,Interventional study
NCT06423963,Remote Exercise and Nutritional Prehabilitation for Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,H. Lee Moffitt Cancer Center and Research Institute,therapeutic,Interventional study
NCT06427239,Exploratory Clinical Study of HRS-4642 Combined With Adebelimab in the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06427447,Adjuvant Chemoradiotherapy Versus Chemotherapy for Pancreatic Cancer (ADJUPANC),INTERVENTIONAL,PHASE3,RECRUITING,Changhai Hospital,therapeutic,Interventional study
NCT06435260,Hypofractionated Radiotherapy +Chemotherapy+ Camrelizumab as Neoadjuvant Therapy for Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Hebei Medical University Fourth Hospital,therapeutic,Interventional study
NCT06464965,Clinical Study of Cord Blood-Derived CAR-NK Cells in Gastric Cancer and Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Zhejiang Provincial People's Hospital,therapeutic,Interventional study
NCT06478459,Endoscopic Ultrasound (EUS) Intratumoral Injection of CAR-NK Cells in the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,Zhejiang University,therapeutic,Interventional study
NCT06491472,Ivonescimab(AK112/SMT112) in Combination With Stereotactic Body Radiation Therapy and Chemotherapy in Patients With Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",therapeutic,Interventional study
NCT06492941,A Study of Docetaxel for Injection (Albumin Bound) in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,NOT_YET_RECRUITING,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",therapeutic,Interventional study
NCT06496373,Clinical Study of mRNA Vaccine Combined With PD-1 Inhibitor as Adjuvant Therapy for Postoperative Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,Ruijin Hospital,therapeutic,Interventional study
NCT06497777,The Application of DNA Nanomachines for Detecting microRNA in Blood for the Diagnosis of Pancreatic Cancer. Diagnosis of Pancreatic Cancer,OBSERVATIONAL,Unknown,RECRUITING,National Taiwan University Hospital,biomarker,Biomarker or molecular study
NCT06498518,"A Trial of Gemcitabine, Pembrolizumab and IMM-101 as First Line Treatment in Patients With Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE2,WITHDRAWN,Karen Carty,therapeutic,Interventional study
NCT06513455,Irinotecan Liposome，Albumin Paclitaxel and Gemcitabine First-line Treatment for Pancreatic Cancer,INTERVENTIONAL,PHASE1,NOT_YET_RECRUITING,Harbin Medical University,therapeutic,Interventional study
NCT06515587,Clinical Study of Lewis Antigen Assay Combined With CA19-9 Assay to Assess Prognosis in Patients With Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",therapeutic,Interventional study
NCT06518538,Evaluate Efficacy of Devimistat in Combination With mFFX in 2nd Line Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,WITHDRAWN,Cornerstone Pharmaceuticals,therapeutic,Interventional study
NCT06528093,A Study to Find a Suitable Dose of BI 765883 and to Test Whether it Helps People With Advanced Pancreatic Cancer When Taken Alone or Together With Chemotherapy,INTERVENTIONAL,PHASE1,TERMINATED,Boehringer Ingelheim,therapeutic,Interventional study
NCT06532344,"An Open-label, Uncontrolled Study of ONO-7913 and ONO-4538 in Combination With Modified FOLFIRINOX Therapy, the Standard of Care, as First-line Treatment in Patients With Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,Ono Pharmaceutical Co. Ltd,therapeutic,Interventional study
NCT06538207,"An Open-label, Uncontrolled Study of ONO-4578 and ONO-4538 in Combination With Standard-of-care Modified FOLFIRINOX (mFFX) or Gemcitabine Plus Nab-paclitaxel (GnP) Therapy as First-line Treatment in Patients With Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE1,COMPLETED,Ono Pharmaceutical Co. Ltd,therapeutic,Interventional study
NCT06547736,Exploratory Platform Research on Precision Therapy of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Fudan University,therapeutic,Interventional study
NCT06571461,Liposomal Irinotecan in Combination With Oxaliplatin and S-1 Versus Gemcitabine Combined With Capecitabine as Postoperative Adjuvant Therapy for Pancreatic Cancer,INTERVENTIONAL,PHASE3,NOT_YET_RECRUITING,"CSPC Ouyi Pharmaceutical Co., Ltd.",therapeutic,Interventional study
NCT06576115,"Gemcitabine, Nab-paclitaxel Plus the TheraBionic P1 (an Amplitude-Modulated Radiofrequency Electromagnetic Fields) Device to Treat Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE2,RECRUITING,Barbara Ann Karmanos Cancer Institute,therapeutic,Interventional study
NCT06585072,Pancreatic Cancer and Diabetes Mellitus,OBSERVATIONAL,Unknown,RECRUITING,Shanghai Changzheng Hospital,other,Does not match therapeutic or biomarker criteria
